ID,Label
2146,8
2147,8
2148,8
2149,6
2150,8
2151,6
2152,6
2153,6
2154,8
2155,6
2156,6
2157,8
2158,8
2159,6
2160,6
2161,4
2162,6
2163,6
2164,6
2165,8
2166,6
2167,8
2168,8
2169,8
2170,6
2171,6
2172,8
2173,6
2174,8
2175,8
2176,8
2177,6
2178,8
2179,8
2180,8
2181,6
2182,6
2183,8
2184,8
2185,4
2186,8
2187,6
2188,8
2189,6
2190,6
2191,6
2192,1
2193,8
2194,8
2195,6
2196,6
2197,4
2198,8
2199,8
2200,8
2201,6
2202,8
2203,4
2204,6
2205,8
2206,8
2207,6
2208,8
2209,6
2210,6
2211,6
2212,6
2213,6
2214,6
2215,8
2216,8
2217,6
2218,6
2219,8
2220,6
2221,8
2222,6
2223,6
2224,6
2225,8
2226,6
2227,6
2228,6
2229,6
2230,8
2231,4
2232,6
2233,8
2234,8
2235,8
2236,8
2237,8
2238,6
2239,8
2240,6
2241,1
2242,6
2243,8
2244,6
2245,6
2246,1
2247,4
2248,8
2249,8
2250,8
2251,6
2252,8
2253,6
2254,8
2255,8
2256,4
2257,8
2258,6
2259,1
2260,8
2261,8
2262,6
2263,6
2264,6
2265,4
2266,6
2267,8
2268,8
2269,4
2270,8
2271,8
2272,1
2273,6
2274,8
2275,6
2276,6
2277,6
2278,6
2279,8
2280,6
2281,6
2282,8
2283,6
2284,8
2285,1
2286,8
2287,8
2288,8
2289,1
2290,6
2291,8
2292,6
2293,6
2294,8
2295,6
2296,6
2297,8
2298,8
2299,8
2300,8
2301,6
2302,6
2303,8
2304,8
2305,8
2306,8
2307,6
2308,6
2309,8
2310,8
2311,8
2312,8
2313,6
2314,6
2315,8
2316,8
2317,8
2318,6
2319,8
2320,8
2321,6
2322,8
2323,8
2324,8
2325,6
2326,8
2327,8
2328,8
2329,8
2330,8
2331,6
2332,6
2333,8
2334,6
2335,8
2336,6
2337,6
2338,8
2339,8
2340,8
2341,6
2342,6
2343,8
2344,6
2345,8
2346,6
2347,6
2348,4
2349,8
2350,8
2351,6
2352,8
2353,4
2354,8
2355,8
2356,8
2357,8
2358,8
2359,8
2360,6
2361,6
2362,6
2363,8
2364,8
2365,8
2366,8
2367,8
2368,8
2369,6
2370,6
2371,8
2372,6
2373,6
2374,8
2375,6
2376,6
2377,6
2378,8
2379,8
2380,6
2381,6
2382,8
2383,8
2384,6
2385,6
2386,6
2387,8
2388,6
2389,8
2390,8
2391,8
2392,6
2393,8
2394,6
2395,8
2396,8
2397,8
2398,8
2399,6
2400,8
2401,8
2402,6
2403,6
2404,8
2405,6
2406,8
2407,6
2408,1
2409,6
2410,6
2411,6
2412,6
2413,6
2414,6
2415,6
2416,8
2417,6
2418,8
2419,6
2420,8
2421,6
2422,1
2423,1
2424,6
2425,8
2426,6
2427,6
2428,6
2429,8
2430,4
2431,8
2432,8
2433,6
2434,8
2435,8
2436,8
2437,6
2438,8
2439,6
2440,6
2441,8
2442,6
2443,8
2444,4
2445,8
2446,8
2447,8
2448,8
2449,8
2450,6
2451,8
2452,8
2453,6
2454,8
2455,6
2456,6
2457,6
2458,6
2459,8
2460,6
2461,8
2462,8
2463,6
2464,8
2465,8
2466,6
2467,8
2468,8
2469,6
2470,6
2471,4
2472,6
2473,6
2474,8
2475,8
2476,6
2477,6
2478,6
2479,6
2480,6
2481,1
2482,8
2483,6
2484,8
2485,6
2486,6
2487,8
2488,8
2489,8
2490,8
2491,8
2492,8
2493,8
2494,6
2495,6
2496,8
2497,8
2498,8
2499,6
2500,6
2501,8
2502,6
2503,6
2504,4
2505,8
2506,6
2507,6
2508,6
2509,8
2510,6
2511,6
2512,6
2513,6
2514,8
2515,8
2516,8
2517,6
2518,8
2519,8
2520,8
2521,6
2522,8
2523,6
2524,6
2525,8
2526,8
2527,6
2528,8
2529,6
2530,6
2531,8
2532,8
2533,6
2534,8
2535,6
2536,6
2537,8
2538,8
2539,8
2540,6
2541,6
2542,8
2543,6
2544,8
2545,8
2546,4
2547,8
2548,6
2549,8
2550,6
2551,8
2552,6
2553,6
2554,8
2555,8
2556,6
2557,8
2558,4
2559,6
2560,8
2561,6
2562,8
2563,8
2564,8
2565,8
2566,6
2567,8
2568,8
2569,8
2570,6
2571,8
2572,6
2573,8
2574,8
2575,8
2576,8
2577,8
2578,6
2579,6
2580,1
2581,6
2582,6
2583,8
2584,4
2585,6
2586,8
2587,8
2588,6
2589,8
2590,8
2591,8
2592,4
2593,9
2594,8
2595,8
2596,8
2597,8
2598,6
2599,8
2600,8
2601,8
2602,8
2603,1
2604,8
2605,8
2606,8
2607,8
2608,8
2609,6
2610,6
2611,6
2612,6
2613,1
2614,6
2615,8
2616,6
2617,8
2618,8
2619,6
2620,8
2621,8
2622,6
2623,8
2624,6
2625,6
2626,6
2627,8
2628,6
2629,8
2630,6
2631,6
2632,8
2633,8
2634,8
2635,6
2636,8
2637,8
2638,6
2639,8
2640,6
2641,6
2642,6
2643,6
2644,1
2645,8
2646,8
2647,8
2648,6
2649,8
2650,8
2651,8
2652,8
2653,8
2654,6
2655,8
2656,6
2657,8
2658,6
2659,6
2660,6
2661,8
2662,6
2663,8
2664,8
2665,6
2666,6
2667,6
2668,8
2669,8
2670,8
2671,8
2672,1
2673,6
2674,4
2675,8
2676,8
2677,6
2678,8
2679,8
2680,8
2681,8
2682,8
2683,1
2684,8
2685,6
2686,6
2687,6
2688,8
2689,6
2690,8
2691,8
2692,8
2693,6
2694,6
2695,8
2696,6
2697,8
2698,6
2699,6
2700,8
2701,8
2702,8
2703,8
2704,8
2705,6
2706,8
2707,6
2708,8
2709,8
2710,6
2711,6
2712,8
2713,8
2714,6
2715,8
2716,8
2717,6
2718,8
2719,6
2720,6
2721,8
2722,8
2723,8
2724,8
2725,6
2726,8
2727,8
2728,6
2729,8
2730,6
2731,8
2732,8
2733,6
2734,6
2735,8
2736,4
2737,8
2738,8
2739,8
2740,8
2741,6
2742,8
2743,8
2744,4
2745,8
2746,8
2747,4
2748,6
2749,8
2750,8
2751,6
2752,8
2753,8
2754,8
2755,8
2756,8
2757,6
2758,6
2759,8
2760,8
2761,8
2762,8
2763,8
2764,6
2765,6
2766,8
2767,6
2768,8
2769,8
2770,8
2771,6
2772,8
2773,8
2774,4
2775,1
2776,8
2777,8
2778,6
2779,8
2780,4
2781,8
2782,6
2783,6
2784,6
2785,8
2786,6
2787,6
2788,6
2789,8
2790,8
2791,8
2792,8
2793,8
2794,6
2795,8
2796,8
2797,8
2798,6
2799,6
2800,8
2801,6
2802,8
2803,8
2804,6
2805,6
2806,6
2807,8
2808,8
2809,9
2810,6
2811,8
2812,8
2813,8
2814,8
2815,8
2816,8
2817,8
2818,6
2819,8
2820,8
2821,6
2822,6
2823,8
2824,6
2825,8
2826,8
2827,6
2828,4
2829,8
2830,8
2831,8
2832,8
2833,6
2834,6
2835,8
2836,8
2837,8
2838,1
2839,4
2840,6
2841,8
2842,8
2843,8
2844,8
2845,8
2846,8
2847,8
2848,8
2849,6
2850,6
2851,1
2852,8
2853,8
2854,8
2855,6
2856,6
2857,8
2858,8
2859,8
2860,6
2861,8
2862,6
2863,6
2864,8
2865,6
2866,8
2867,4
2868,6
2869,8
2870,8
2871,6
2872,1
2873,6
2874,8
2875,6
2876,6
2877,8
2878,8
2879,6
2880,6
2881,8
2882,8
2883,8
2884,8
2885,6
2886,8
2887,8
2888,6
2889,8
2890,8
2891,6
2892,6
2893,8
2894,8
2895,6
2896,6
2897,8
2898,6
2899,8
2900,8
2901,8
2902,8
2903,6
2904,8
2905,6
2906,8
2907,6
2908,8
2909,8
2910,8
2911,6
2912,6
2913,6
2914,6
2915,8
2916,6
2917,8
2918,8
2919,6
2920,8
2921,1
2922,6
2923,6
2924,6
2925,8
2926,8
2927,8
2928,8
2929,4
2930,6
2931,6
2932,8
2933,6
2934,8
2935,8
2936,9
2937,8
2938,6
2939,8
2940,6
2941,6
2942,6
2943,6
2944,8
2945,6
2946,8
2947,8
2948,6
2949,8
2950,6
2951,6
2952,8
2953,9
2954,6
2955,8
2956,6
2957,6
2958,8
2959,6
2960,6
2961,6
2962,4
2963,8
2964,8
2965,8
2966,8
2967,6
2968,8
2969,6
2970,6
2971,8
2972,8
2973,6
2974,6
2975,6
2976,6
2977,6
2978,8
2979,8
2980,6
2981,6
2982,6
2983,6
2984,6
2985,8
2986,8
2987,8
2988,6
2989,8
2990,8
2991,6
2992,8
2993,6
2994,6
2995,8
2996,6
